trade_date,amd_tag,asian_range_pips,asian_net_pips,asian_is_flat,judas_direction,judas_pips,reversal_confirmed,compression_breakout,delayed_distribution,layer4_d1_bias,layer4_bullish_count,layer4_bearish_count,daily_bias_alignment
2025-07-31,AMD_SHIFTED,43,20,true,DOWN,17,false,true,false,TRENDING_DOWN,0,5,CONFLICTED
2025-08-01,AMD_TEXTBOOK,18,2,true,DOWN,11,true,false,false,TRENDING_DOWN,1,4,CONFLICTED
2025-08-04,AMD_FAILED,24,5,true,UP,12,false,false,false,TRENDING_DOWN,1,4,ALIGNED
2025-08-05,AMD_SHIFTED,26,-15,false,DOWN,10,true,false,false,TRENDING_DOWN,2,3,CONFLICTED
2025-08-06,AMD_SHIFTED,25,23,false,DOWN,8,true,false,false,TRENDING_UP,3,2,ALIGNED
2025-08-07,AMD_SHIFTED,42,38,false,DOWN,13,false,true,false,TRENDING_UP,4,1,ALIGNED
2025-08-08,AMD_TEXTBOOK,22,4,true,DOWN,13,true,true,false,TRENDING_UP,4,1,ALIGNED
2025-08-11,AMD_TEXTBOOK,15,-1,true,UP,8,true,false,false,TRENDING_UP,4,1,CONFLICTED
2025-08-12,AMD_COMPRESSION_BREAKOUT,32,-11,true,DOWN,13,false,true,false,TRENDING_UP,4,1,ALIGNED
2025-08-13,AMD_SHIFTED,39,21,true,UP,13,false,false,false,TRENDING_UP,4,1,CONFLICTED
2025-08-14,AMD_SHIFTED,40,-18,true,DOWN,8,false,true,false,TRENDING_UP,3,2,ALIGNED
2025-08-15,AMD_SHIFTED,26,16,false,DOWN,9,true,false,false,TRENDING_UP,3,2,ALIGNED
2025-08-18,AMD_FAILED,14,0,true,UP,7,true,false,false,TRENDING_UP,3,2,CONFLICTED
2025-08-19,AMD_FAILED,20,-9,true,DOWN,6,true,false,false,TRENDING_DOWN,2,3,CONFLICTED
2025-08-20,AMD_TEXTBOOK,26,-12,true,DOWN,16,true,true,false,TRENDING_DOWN,1,4,CONFLICTED
2025-08-21,AMD_FAILED,22,-12,true,UP,7,true,false,false,TRENDING_DOWN,1,4,ALIGNED
2025-08-22,AMD_TEXTBOOK,15,-2,true,UP,8,true,false,false,TRENDING_DOWN,1,4,ALIGNED
2025-08-25,AMD_COMPRESSION_BREAKOUT,33,2,true,UP,12,false,true,false,TRENDING_DOWN,1,4,ALIGNED
2025-08-26,AMD_COMPRESSION_BREAKOUT,23,-8,true,UP,13,false,true,false,TRENDING_DOWN,2,3,ALIGNED
2025-08-27,AMD_COMPRESSION_BREAKOUT,30,-17,true,DOWN,14,false,true,false,TRENDING_UP,3,2,ALIGNED
2025-08-28,AMD_COMPRESSION_BREAKOUT,16,2,true,UP,8,false,true,false,TRENDING_UP,4,1,CONFLICTED
2025-08-29,AMD_TEXTBOOK,14,8,true,DOWN,12,true,true,false,TRENDING_UP,4,1,ALIGNED
2025-09-01,AMD_FAILED,14,4,true,UP,11,false,false,false,TRENDING_UP,5,0,CONFLICTED
2025-09-02,AMD_NONE,58,-53,false,UP,15,true,false,false,TRENDING_UP,4,1,CONFLICTED
2025-09-03,AMD_COMPRESSION_BREAKOUT,23,4,true,UP,12,false,true,false,TRENDING_UP,4,1,CONFLICTED
2025-09-04,AMD_SHIFTED,29,-20,false,DOWN,8,false,false,false,TRENDING_UP,3,2,ALIGNED
2025-09-05,AMD_SHIFTED,24,21,false,UP,4,false,true,false,TRENDING_UP,3,2,CONFLICTED
2025-09-08,AMD_SHIFTED,38,31,false,DOWN,5,true,false,false,TRENDING_UP,3,2,ALIGNED
2025-09-09,AMD_TEXTBOOK,24,9,true,UP,13,true,false,false,TRENDING_UP,3,2,CONFLICTED
2025-09-10,AMD_SHIFTED,35,17,true,UP,9,false,true,false,TRENDING_UP,3,2,CONFLICTED
2025-09-11,AMD_TEXTBOOK,19,-7,true,DOWN,14,true,false,false,TRENDING_UP,4,1,ALIGNED
2025-09-12,AMD_COMPRESSION_BREAKOUT,18,-5,true,DOWN,17,false,true,false,TRENDING_UP,3,2,ALIGNED
2025-09-15,AMD_TEXTBOOK,22,14,true,DOWN,10,true,false,false,TRENDING_UP,3,2,ALIGNED
2025-09-16,AMD_TEXTBOOK,16,-10,true,UP,10,true,true,false,TRENDING_UP,4,1,CONFLICTED
2025-09-17,AMD_SHIFTED,21,-19,false,UP,5,true,true,false,TRENDING_UP,3,2,CONFLICTED
2025-09-18,AMD_SHIFTED,38,-10,true,UP,11,true,true,false,TRENDING_DOWN,2,3,ALIGNED
2025-09-19,AMD_TEXTBOOK,32,-15,true,UP,9,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2025-09-22,AMD_COMPRESSION_BREAKOUT,22,-9,true,UP,17,false,true,false,TRENDING_DOWN,2,3,ALIGNED
2025-09-23,AMD_COMPRESSION_BREAKOUT,20,-13,true,UP,21,false,true,false,TRENDING_DOWN,2,3,ALIGNED
2025-09-24,AMD_SHIFTED,39,21,true,DOWN,12,false,true,false,TRENDING_DOWN,2,3,CONFLICTED
2025-09-25,AMD_TEXTBOOK,16,-1,true,UP,18,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2025-09-26,AMD_FAILED,18,-7,true,DOWN,5,true,false,false,TRENDING_UP,3,2,ALIGNED
2025-09-29,AMD_FAILED,26,17,true,DOWN,5,false,false,false,TRENDING_UP,3,2,ALIGNED
2025-09-30,AMD_SHIFTED,38,24,true,UP,12,false,true,false,TRENDING_UP,3,2,CONFLICTED
2025-10-01,AMD_FAILED,28,0,true,UP,9,false,false,false,TRENDING_UP,4,1,CONFLICTED
2025-10-02,AMD_COMPRESSION_BREAKOUT,22,7,true,DOWN,9,false,true,false,TRENDING_UP,4,1,ALIGNED
2025-10-03,AMD_FAILED,20,6,true,DOWN,5,true,false,false,TRENDING_UP,4,1,ALIGNED
2025-10-06,AMD_TEXTBOOK,26,10,true,DOWN,14,true,false,false,TRENDING_UP,4,1,ALIGNED
2025-10-07,AMD_SHIFTED,39,-26,true,UP,5,true,false,false,TRENDING_UP,3,2,CONFLICTED
2025-10-08,AMD_SHIFTED,24,-13,false,DOWN,8,true,false,false,TRENDING_UP,3,2,ALIGNED
2025-10-09,AMD_SHIFTED,40,-1,true,DOWN,14,true,false,false,TRENDING_UP,3,2,ALIGNED
2025-10-10,AMD_FAILED,28,-5,true,UP,7,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2025-10-13,AMD_SHIFTED,35,24,true,DOWN,7,false,true,false,TRENDING_DOWN,2,3,CONFLICTED
2025-10-14,AMD_NONE,72,-57,false,UP,12,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2025-10-15,AMD_SHIFTED,37,26,false,UP,5,false,false,false,TRENDING_DOWN,2,3,ALIGNED
2025-10-16,AMD_SHIFTED,36,-1,true,DOWN,6,false,true,false,TRENDING_DOWN,2,3,CONFLICTED
2025-10-17,AMD_SHIFTED,48,-19,true,DOWN,11,true,false,false,TRENDING_UP,3,2,ALIGNED
2025-10-20,AMD_FAILED,23,-5,true,UP,5,true,false,false,TRENDING_UP,3,2,CONFLICTED
2025-10-21,AMD_SHIFTED,39,-28,false,DOWN,11,false,true,false,TRENDING_UP,3,2,ALIGNED
2025-10-22,AMD_COMPRESSION_BREAKOUT,29,12,true,DOWN,14,false,true,false,TRENDING_UP,3,2,ALIGNED
2025-10-23,AMD_FAILED,30,17,true,UP,7,false,false,false,TRENDING_UP,4,1,CONFLICTED
2025-10-24,AMD_SHIFTED,23,-12,false,DOWN,10,true,false,false,TRENDING_UP,4,1,ALIGNED
2025-10-27,AMD_COMPRESSION_BREAKOUT,20,1,true,UP,25,false,true,false,TRENDING_UP,4,1,CONFLICTED
2025-10-28,AMD_FAILED,17,-8,true,UP,6,false,false,false,TRENDING_UP,5,0,CONFLICTED
2025-10-29,AMD_SHIFTED,39,28,false,DOWN,21,false,true,false,TRENDING_UP,4,1,ALIGNED
2025-10-30,AMD_COMPRESSION_BREAKOUT,24,4,true,DOWN,13,false,true,false,TRENDING_UP,3,2,ALIGNED
2025-10-31,AMD_SHIFTED,27,-19,false,UP,5,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2025-11-03,AMD_COMPRESSION_BREAKOUT,22,8,true,DOWN,7,false,true,false,TRENDING_DOWN,1,4,CONFLICTED
2025-11-04,AMD_SHIFTED,33,-23,false,DOWN,21,false,true,false,TRENDING_DOWN,0,5,CONFLICTED
2025-11-05,AMD_SHIFTED,41,3,true,UP,8,false,false,false,TRENDING_DOWN,1,4,ALIGNED
2025-11-06,AMD_FAILED,21,2,true,DOWN,7,true,false,false,TRENDING_DOWN,1,4,CONFLICTED
2025-11-07,AMD_FAILED,23,0,true,DOWN,6,true,false,false,TRENDING_DOWN,2,3,CONFLICTED
2025-11-10,AMD_SHIFTED,37,27,false,UP,11,false,false,false,TRENDING_UP,3,2,CONFLICTED
2025-11-11,AMD_COMPRESSION_BREAKOUT,21,-15,true,UP,6,false,true,false,TRENDING_UP,3,2,CONFLICTED
2025-11-12,AMD_FAILED,25,8,true,UP,7,false,false,false,TRENDING_UP,3,2,CONFLICTED
2025-11-13,AMD_SHIFTED,44,39,false,DOWN,6,false,true,false,TRENDING_UP,3,2,ALIGNED
2025-11-14,AMD_COMPRESSION_BREAKOUT,27,2,true,DOWN,11,false,true,false,TRENDING_UP,3,2,ALIGNED
2025-11-17,AMD_COMPRESSION_BREAKOUT,25,4,true,DOWN,17,false,true,false,TRENDING_DOWN,2,3,CONFLICTED
2025-11-18,AMD_COMPRESSION_BREAKOUT,33,-7,true,UP,14,false,true,false,TRENDING_UP,3,2,CONFLICTED
2025-11-19,AMD_FAILED,33,-16,true,DOWN,16,false,false,false,TRENDING_DOWN,2,3,CONFLICTED
2025-11-20,AMD_TEXTBOOK,16,-15,true,UP,8,true,true,false,TRENDING_DOWN,2,3,ALIGNED
2025-11-21,AMD_TEXTBOOK,22,-13,true,UP,17,true,true,false,TRENDING_DOWN,2,3,ALIGNED
2025-11-24,AMD_TEXTBOOK,19,-1,true,DOWN,18,true,true,false,TRENDING_UP,3,2,ALIGNED
2025-11-25,AMD_FAILED,21,-11,true,UP,7,true,false,false,TRENDING_UP,3,2,CONFLICTED
2025-11-26,AMD_SHIFTED,43,31,false,DOWN,10,false,true,false,TRENDING_UP,4,1,ALIGNED
2025-11-27,AMD_FAILED,17,9,true,DOWN,11,false,false,false,TRENDING_UP,5,0,ALIGNED
2025-11-28,AMD_SHIFTED,19,-14,false,UP,6,true,true,false,TRENDING_UP,5,0,CONFLICTED
2025-12-01,AMD_FAILED,19,-1,true,DOWN,7,true,false,false,TRENDING_UP,5,0,ALIGNED
2025-12-02,AMD_SHIFTED,20,14,false,DOWN,10,true,false,false,TRENDING_UP,5,0,ALIGNED
2025-12-03,AMD_COMPRESSION_BREAKOUT,34,4,true,UP,8,false,true,false,TRENDING_UP,5,0,CONFLICTED
2025-12-04,AMD_FAILED,14,12,true,DOWN,7,false,false,false,TRENDING_UP,5,0,ALIGNED
2025-12-05,AMD_SHIFTED,24,18,false,UP,9,false,true,false,TRENDING_UP,5,0,CONFLICTED
2025-12-08,AMD_FAILED,16,2,true,DOWN,3,false,false,false,TRENDING_UP,4,1,ALIGNED
2025-12-09,AMD_SHIFTED,41,11,true,UP,11,false,false,false,TRENDING_UP,4,1,CONFLICTED
2025-12-10,AMD_FAILED,22,8,true,UP,7,false,false,false,TRENDING_UP,4,1,CONFLICTED
2025-12-11,AMD_NONE,52,-31,true,UP,9,false,true,false,TRENDING_UP,3,2,CONFLICTED
2025-12-12,AMD_TEXTBOOK,15,7,true,UP,8,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2025-12-15,AMD_FAILED,15,0,true,UP,6,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2025-12-16,AMD_FAILED,25,-4,true,UP,6,false,false,false,TRENDING_DOWN,1,4,ALIGNED
2025-12-17,AMD_FAILED,21,-16,true,UP,7,true,false,false,TRENDING_DOWN,0,5,ALIGNED
2025-12-18,AMD_FAILED,20,8,true,DOWN,5,true,false,false,TRENDING_DOWN,1,4,CONFLICTED
2025-12-19,AMD_FAILED,23,-11,true,UP,7,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2025-12-22,AMD_SHIFTED,29,27,false,DOWN,3,true,false,false,TRENDING_UP,3,2,ALIGNED
2025-12-23,AMD_SHIFTED,23,18,false,UP,18,false,true,false,TRENDING_UP,4,1,CONFLICTED
2025-12-24,AMD_FAILED,20,9,true,DOWN,6,true,false,false,TRENDING_UP,5,0,ALIGNED
2025-12-25,INSUFFICIENT_DATA,,,false,,,,false,false,TRENDING_UP,5,0,
2025-12-26,AMD_FAILED,18,-3,true,DOWN,5,true,false,false,TRENDING_UP,5,0,ALIGNED
2025-12-29,AMD_COMPRESSION_BREAKOUT,17,-2,true,DOWN,19,false,true,false,TRENDING_UP,4,1,ALIGNED
2025-12-30,AMD_COMPRESSION_BREAKOUT,26,12,true,DOWN,4,false,true,false,TRENDING_UP,4,1,ALIGNED
2025-12-31,AMD_FAILED,19,-8,true,DOWN,8,false,false,false,TRENDING_UP,3,2,ALIGNED
2026-01-01,INSUFFICIENT_DATA,,,false,,,,false,false,TRENDING_UP,3,2,
2026-01-02,AMD_TEXTBOOK,25,17,true,UP,11,true,false,false,TRENDING_UP,3,2,CONFLICTED
2026-01-05,AMD_FAILED,24,-7,true,FLAT,0,false,false,false,TRENDING_UP,3,2,
2026-01-06,AMD_SHIFTED,36,18,true,DOWN,14,false,true,false,TRENDING_UP,4,1,ALIGNED
2026-01-07,AMD_NONE,50,5,true,DOWN,5,false,false,false,TRENDING_UP,3,2,ALIGNED
2026-01-08,AMD_SHIFTED,35,-26,false,UP,8,true,false,false,TRENDING_UP,3,2,CONFLICTED
2026-01-09,AMD_SHIFTED,20,-17,false,DOWN,6,true,false,false,TRENDING_DOWN,2,3,CONFLICTED
2026-01-12,AMD_COMPRESSION_BREAKOUT,24,19,true,UP,7,false,true,false,TRENDING_DOWN,2,3,ALIGNED
2026-01-13,AMD_FAILED,15,-3,true,DOWN,6,true,false,false,TRENDING_DOWN,1,4,CONFLICTED
2026-01-14,AMD_COMPRESSION_BREAKOUT,25,12,true,DOWN,9,false,true,false,TRENDING_DOWN,1,4,CONFLICTED
2026-01-15,AMD_TEXTBOOK,19,1,true,UP,16,true,true,false,TRENDING_DOWN,2,3,ALIGNED
2026-01-16,AMD_FAILED,12,-1,true,UP,5,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2026-01-19,AMD_COMPRESSION_BREAKOUT,24,2,true,UP,9,false,true,false,TRENDING_DOWN,2,3,ALIGNED
2026-01-20,AMD_SHIFTED,38,34,false,DOWN,20,true,true,false,TRENDING_UP,3,2,ALIGNED
2026-01-21,AMD_COMPRESSION_BREAKOUT,28,21,true,UP,6,false,true,false,TRENDING_UP,4,1,CONFLICTED
2026-01-22,AMD_NONE,57,49,true,DOWN,7,true,false,false,TRENDING_UP,4,1,ALIGNED
2026-01-23,AMD_COMPRESSION_BREAKOUT,18,4,true,UP,9,false,true,false,TRENDING_UP,5,0,CONFLICTED
2026-01-26,AMD_TEXTBOOK,22,-3,true,UP,16,true,true,false,TRENDING_UP,4,1,CONFLICTED
2026-01-27,AMD_TEXTBOOK,22,2,true,DOWN,14,true,false,false,TRENDING_UP,4,1,ALIGNED
2026-01-28,AMD_SHIFTED,42,2,true,UP,12,false,false,false,TRENDING_UP,4,1,CONFLICTED
2026-01-29,AMD_NONE,73,30,true,DOWN,17,false,true,false,TRENDING_UP,4,1,ALIGNED
2026-01-30,AMD_NONE,76,-49,false,DOWN,30,true,false,false,TRENDING_UP,3,2,ALIGNED
2026-02-02,AMD_NONE,62,-2,true,UP,24,false,true,false,TRENDING_UP,3,2,CONFLICTED
2026-02-03,AMD_NONE,94,86,true,DOWN,38,false,true,false,TRENDING_UP,3,2,ALIGNED
2026-02-04,AMD_TEXTBOOK,23,11,true,DOWN,19,true,true,false,TRENDING_DOWN,2,3,CONFLICTED
2026-02-05,AMD_SHIFTED,49,-18,true,UP,15,true,false,false,TRENDING_DOWN,1,4,ALIGNED
2026-02-06,AMD_NONE,67,44,false,UP,19,false,true,false,TRENDING_DOWN,2,3,ALIGNED
2026-02-09,AMD_TEXTBOOK,27,-3,true,UP,13,true,true,false,TRENDING_UP,3,2,CONFLICTED
2026-02-10,AMD_TEXTBOOK,26,-12,true,UP,9,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2026-02-11,AMD_NONE,55,34,false,DOWN,9,true,false,false,TRENDING_UP,3,2,ALIGNED
2026-02-12,AMD_SHIFTED,42,-5,true,DOWN,11,true,false,false,TRENDING_UP,3,2,ALIGNED
2026-02-13,AMD_NONE,54,-28,true,UP,19,true,true,false,TRENDING_DOWN,2,3,ALIGNED
2026-02-16,AMD_SHIFTED,27,16,false,UP,9,false,false,false,TRENDING_DOWN,2,3,ALIGNED
2026-02-17,AMD_TEXTBOOK,30,-8,true,UP,9,true,false,false,TRENDING_UP,3,2,CONFLICTED
2026-02-18,AMD_SHIFTED,21,-12,false,UP,10,true,false,false,TRENDING_DOWN,2,3,ALIGNED
2026-02-19,AMD_SHIFTED,36,31,false,DOWN,17,false,true,false,TRENDING_UP,3,2,ALIGNED
2026-02-20,AMD_SHIFTED,42,-14,true,UP,25,false,true,false,TRENDING_UP,4,1,CONFLICTED
2026-02-23,AMD_SHIFTED,45,-31,true,UP,10,true,false,false,TRENDING_UP,3,2,CONFLICTED
2026-02-24,AMD_COMPRESSION_BREAKOUT,25,8,true,DOWN,9,false,true,false,TRENDING_UP,3,2,ALIGNED
2026-02-25,AMD_NONE,59,45,false,DOWN,19,false,true,false,TRENDING_UP,4,1,ALIGNED
2026-02-26,AMD_COMPRESSION_BREAKOUT,22,2,true,DOWN,13,false,true,false,TRENDING_UP,3,2,ALIGNED
2026-02-27,AMD_SHIFTED,36,21,true,DOWN,11,false,true,false,TRENDING_UP,3,2,ALIGNED
2026-03-02,AMD_NONE,68,2,true,UP,34,true,true,false,TRENDING_UP,4,1,CONFLICTED
2026-03-03,AMD_SHIFTED,46,-25,true,DOWN,38,false,true,false,TRENDING_UP,3,2,ALIGNED
2026-03-04,AMD_NONE,59,-9,true,DOWN,18,true,false,false,TRENDING_UP,3,2,ALIGNED
2026-03-05,AMD_NONE,61,-40,true,UP,36,true,true,false,TRENDING_UP,3,2,CONFLICTED
2026-03-06,AMD_SHIFTED,39,35,false,DOWN,47,false,true,false,TRENDING_UP,3,2,ALIGNED
2026-03-09,AMD_NONE,66,41,true,DOWN,28,true,false,false,TRENDING_UP,3,2,ALIGNED
2026-03-10,AMD_NONE,66,46,false,DOWN,19,true,false,false,TRENDING_UP,4,1,ALIGNED
2026-03-11,AMD_NONE,69,44,true,DOWN,20,true,true,false,TRENDING_UP,4,1,ALIGNED
2026-03-12,AMD_NONE,50,5,true,DOWN,11,false,true,false,TRENDING_UP,4,1,ALIGNED
2026-03-13,AMD_NONE,71,-50,false,UP,22,false,true,false,TRENDING_UP,3,2,CONFLICTED
2026-03-16,AMD_COMPRESSION_BREAKOUT,25,9,true,UP,15,false,true,false,TRENDING_UP,3,2,CONFLICTED
2026-03-17,AMD_SHIFTED,46,0,true,UP,24,false,true,false,TRENDING_UP,3,2,CONFLICTED
2026-03-18,AMD_COMPRESSION_BREAKOUT,24,4,true,DOWN,12,false,true,false,TRENDING_DOWN,2,3,CONFLICTED
2026-03-19,AMD_TEXTBOOK,32,-3,true,UP,37,true,true,false,TRENDING_UP,3,2,CONFLICTED
2026-03-20,AMD_COMPRESSION_BREAKOUT,24,11,true,DOWN,28,false,true,false,TRENDING_UP,3,2,ALIGNED
2026-03-23,AMD_NONE,66,-57,false,UP,23,true,true,false,TRENDING_UP,3,2,CONFLICTED
2026-03-24,AMD_NONE,59,-19,true,DOWN,36,false,true,false,TRENDING_DOWN,2,3,CONFLICTED
