trade_date,amd_tag,daily_bias_alignment,layer4_d1_bias,layer4_bullish_count,layer4_bearish_count,judas_direction,judas_pips,asian_net_pips,asian_range_pips,reversal_confirmed,dist_candle_count,distribution_direction,distribution_pips,predicted_direction,alignment_correct
2025-07-10,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,3,2,UP,9,19,29,true,6,UP,10.799999999999699,DOWN,false
2025-07-11,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,15,-8,38,true,6,FLAT,0.30000000000085514,UP,null
2025-07-14,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,10,-3,32,false,6,DOWN,19.599999999999618,DOWN,true
2025-07-15,AMD_FAILED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,5,23,29,true,6,DOWN,45.60000000000009,UP,false
2025-07-16,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,2,3,DOWN,9,7,19,false,6,FLAT,1.2999999999996348,DOWN,null
2025-07-17,AMD_NONE,ALIGNED,TRENDING_DOWN,1,4,UP,10,-58,62,true,6,UP,17.20000000000055,DOWN,false
2025-07-18,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_DOWN,2,3,UP,10,14,16,false,6,UP,6.699999999999484,UP,true
2025-07-21,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,3,2,UP,11,-3,21,false,6,UP,18.599999999999728,UP,true
2025-07-22,AMD_SHIFTED,CONFLICTED,TRENDING_UP,4,1,UP,13,-22,24,true,6,UP,36.999999999999254,UP,true
2025-07-23,AMD_SHIFTED,CONFLICTED,TRENDING_UP,4,1,UP,9,26,30,false,6,UP,3.00000000000078,UP,true
2025-07-24,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,4,1,UP,11,10,29,true,6,DOWN,17.599999999999838,DOWN,true
2025-07-25,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,13,-23,32,false,6,DOWN,8.299999999999974,DOWN,true
2025-07-28,AMD_NONE,CONFLICTED,TRENDING_DOWN,2,3,DOWN,8,-47,63,false,6,DOWN,7.899999999999574,DOWN,true
2025-07-29,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,1,4,UP,16,-18,31,true,6,DOWN,6.200000000000649,DOWN,true
2025-07-30,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,0,5,DOWN,7,-11,27,false,6,DOWN,49.2999999999999,DOWN,true
2025-07-31,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,0,5,DOWN,17,20,43,false,6,DOWN,19.199999999999218,DOWN,true
2025-08-01,AMD_TEXTBOOK,CONFLICTED,TRENDING_DOWN,1,4,DOWN,11,2,18,true,6,UP,45.19999999999968,UP,true
2025-08-04,AMD_FAILED,ALIGNED,TRENDING_DOWN,1,4,UP,12,5,24,false,6,DOWN,11.600000000000499,DOWN,true
2025-08-05,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,10,-15,26,true,6,UP,12.199999999999989,DOWN,false
2025-08-06,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,8,23,25,true,6,UP,10.499999999999954,UP,true
2025-08-07,AMD_SHIFTED,ALIGNED,TRENDING_UP,4,1,DOWN,13,38,42,false,6,DOWN,24.00000000000069,UP,false
2025-08-08,AMD_TEXTBOOK,ALIGNED,TRENDING_UP,4,1,DOWN,13,4,22,true,6,UP,3.4999999999996145,UP,true
2025-08-11,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,4,1,UP,8,-1,15,true,6,DOWN,6.199999999999539,DOWN,true
2025-08-12,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,4,1,DOWN,13,-11,32,false,6,UP,40.800000000000836,DOWN,false
2025-08-13,AMD_SHIFTED,CONFLICTED,TRENDING_UP,4,1,UP,13,21,39,false,6,DOWN,18.199999999999328,UP,false
2025-08-14,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,8,-18,40,false,6,DOWN,39.400000000000546,UP,false
2025-08-15,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,9,16,26,true,6,UP,7.099999999999884,UP,true
2025-08-18,AMD_FAILED,CONFLICTED,TRENDING_UP,3,2,UP,7,0,14,true,6,DOWN,19.399999999999416,DOWN,true
2025-08-19,AMD_FAILED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,6,-9,20,true,6,DOWN,31.70000000000006,UP,false
2025-08-20,AMD_TEXTBOOK,CONFLICTED,TRENDING_DOWN,1,4,DOWN,16,-12,26,true,6,DOWN,9.400000000000519,UP,false
2025-08-21,AMD_FAILED,ALIGNED,TRENDING_DOWN,1,4,UP,7,-12,22,true,6,DOWN,4.100000000000215,DOWN,true
2025-08-22,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,1,4,UP,8,-2,15,true,6,UP,63.69999999999987,DOWN,false
2025-08-25,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_DOWN,1,4,UP,12,2,33,false,6,UP,9.200000000000319,UP,true
2025-08-26,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_DOWN,2,3,UP,13,-8,23,false,6,UP,11.800000000000699,UP,true
2025-08-27,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,14,-17,30,false,6,UP,23.79999999999938,DOWN,false
2025-08-28,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,4,1,UP,8,2,16,false,6,UP,10.199999999999099,UP,true
2025-08-29,AMD_TEXTBOOK,ALIGNED,TRENDING_UP,4,1,DOWN,12,8,14,true,6,UP,15.999999999999348,UP,true
2025-09-01,AMD_FAILED,CONFLICTED,TRENDING_UP,5,0,UP,11,4,14,false,6,DOWN,4.499999999999504,DOWN,true
2025-09-02,AMD_NONE,CONFLICTED,TRENDING_UP,4,1,UP,15,-53,58,true,6,UP,3.9000000000000146,UP,true
2025-09-03,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,4,1,UP,12,4,23,false,6,UP,17.50000000000029,UP,true
2025-09-04,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,8,-20,29,false,6,DOWN,7.000000000000339,UP,false
2025-09-05,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,4,21,24,false,6,UP,23.600000000000286,UP,true
2025-09-08,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,5,31,38,true,6,UP,7.899999999999574,UP,true
2025-09-09,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,3,2,UP,13,9,24,true,6,DOWN,27.900000000000702,DOWN,true
2025-09-10,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,9,17,35,false,6,UP,17.20000000000055,UP,true
2025-09-11,AMD_TEXTBOOK,ALIGNED,TRENDING_UP,4,1,DOWN,14,-7,19,true,6,UP,51.800000000000736,UP,true
2025-09-12,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,17,-5,18,false,6,DOWN,15.899999999999803,DOWN,true
2025-09-15,AMD_TEXTBOOK,ALIGNED,TRENDING_UP,3,2,DOWN,10,14,22,true,6,UP,15.799999999999148,UP,true
2025-09-16,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,4,1,UP,10,-10,16,true,6,UP,7.900000000000684,DOWN,false
2025-09-17,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,5,-19,21,true,6,DOWN,5.600000000000049,UP,false
2025-09-18,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,2,3,UP,11,-10,38,true,6,DOWN,40.49999999999998,DOWN,true
2025-09-19,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,9,-15,32,true,6,DOWN,8.899999999999464,DOWN,true
2025-09-22,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_DOWN,2,3,UP,17,-9,22,false,6,DOWN,6.800000000000139,UP,false
2025-09-23,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_DOWN,2,3,UP,21,-13,20,false,6,DOWN,6.200000000000649,UP,false
2025-09-24,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,12,21,39,false,6,DOWN,25.399999999999867,DOWN,true
2025-09-25,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,18,-1,16,true,6,DOWN,49.000000000000156,DOWN,true
2025-09-26,AMD_FAILED,ALIGNED,TRENDING_UP,3,2,DOWN,5,-7,18,true,6,UP,17.000000000000348,UP,true
2025-09-29,AMD_FAILED,ALIGNED,TRENDING_UP,3,2,DOWN,5,17,26,false,6,UP,9.400000000000519,UP,true
2025-09-30,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,12,24,38,false,6,FLAT,0.700000000000145,UP,null
2025-10-01,AMD_FAILED,CONFLICTED,TRENDING_UP,4,1,UP,9,0,28,false,6,DOWN,9.599999999999609,DOWN,true
2025-10-02,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,4,1,DOWN,9,7,22,false,6,DOWN,30.199999999999115,DOWN,true
2025-10-03,AMD_FAILED,ALIGNED,TRENDING_UP,4,1,DOWN,5,6,20,true,6,UP,6.499999999999284,UP,true
2025-10-06,AMD_TEXTBOOK,ALIGNED,TRENDING_UP,4,1,DOWN,14,10,26,true,6,UP,20.799999999999706,UP,true
2025-10-07,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,5,-26,39,true,6,DOWN,9.799999999999809,UP,false
2025-10-08,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,8,-13,24,true,6,UP,19.899999999999363,UP,true
2025-10-09,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,14,-1,40,true,6,DOWN,41.200000000000124,UP,false
2025-10-10,AMD_FAILED,ALIGNED,TRENDING_DOWN,2,3,UP,7,-5,28,true,6,DOWN,59.00000000000016,DOWN,true
2025-10-13,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,7,24,35,false,6,DOWN,5.0000000000005596,DOWN,true
2025-10-14,AMD_NONE,ALIGNED,TRENDING_DOWN,2,3,UP,12,-57,72,true,6,UP,42.09999999999936,DOWN,false
2025-10-15,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,2,3,UP,5,26,37,false,6,DOWN,8.799999999999919,DOWN,true
2025-10-16,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,6,-1,36,false,6,DOWN,16.199999999999548,DOWN,true
2025-10-17,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,11,-19,48,true,6,UP,17.699999999999385,UP,true
2025-10-20,AMD_FAILED,CONFLICTED,TRENDING_UP,3,2,UP,5,-5,23,true,6,UP,22.90000000000014,DOWN,false
2025-10-21,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,11,-28,39,false,6,UP,11.400000000000299,UP,true
2025-10-22,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,14,12,29,false,6,UP,5.7000000000007045,DOWN,false
2025-10-23,AMD_FAILED,CONFLICTED,TRENDING_UP,4,1,UP,7,17,30,false,6,UP,2.9999999999996696,DOWN,false
2025-10-24,AMD_SHIFTED,ALIGNED,TRENDING_UP,4,1,DOWN,10,-12,23,true,6,UP,13.799999999999368,UP,true
2025-10-27,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,4,1,UP,25,1,20,false,6,DOWN,4.300000000000415,UP,false
2025-10-28,AMD_FAILED,CONFLICTED,TRENDING_UP,5,0,UP,6,-8,17,false,6,UP,27.300000000000104,DOWN,false
2025-10-29,AMD_SHIFTED,ALIGNED,TRENDING_UP,4,1,DOWN,21,28,39,false,6,UP,12.199999999999989,UP,true
2025-10-30,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,13,4,24,false,6,DOWN,14.699999999999713,DOWN,true
2025-10-31,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,2,3,UP,5,-19,27,true,6,UP,4.1999999999997595,DOWN,false
2025-11-03,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,1,4,DOWN,7,8,22,false,6,DOWN,19.600000000000726,DOWN,true
2025-11-04,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,0,5,DOWN,21,-23,33,false,6,UP,7.800000000000029,DOWN,false
2025-11-05,AMD_SHIFTED,ALIGNED,TRENDING_DOWN,1,4,UP,8,3,41,false,6,UP,18.09999999999978,DOWN,false
2025-11-06,AMD_FAILED,CONFLICTED,TRENDING_DOWN,1,4,DOWN,7,2,21,true,6,DOWN,44.39999999999999,UP,false
2025-11-07,AMD_FAILED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,6,0,23,true,6,DOWN,10.200000000000209,UP,false
2025-11-10,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,11,27,37,false,6,DOWN,20.700000000000163,UP,false
2025-11-11,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,3,2,UP,6,-15,21,false,6,UP,2.7999999999994696,UP,true
2025-11-12,AMD_FAILED,CONFLICTED,TRENDING_UP,3,2,UP,7,8,25,false,6,UP,6.399999999999739,DOWN,false
2025-11-13,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,6,39,44,false,6,DOWN,19.899999999999363,UP,false
2025-11-14,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,3,2,DOWN,11,2,27,false,6,UP,25.100000000000122,DOWN,false
2025-11-17,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,2,3,DOWN,17,4,25,false,6,DOWN,11.200000000000099,DOWN,true
2025-11-18,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,3,2,UP,14,-7,33,false,6,DOWN,8.900000000000574,UP,false
2025-11-19,AMD_FAILED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,16,-16,33,false,6,DOWN,22.00000000000091,UP,false
2025-11-20,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,8,-15,16,true,6,DOWN,6.099999999999994,DOWN,true
2025-11-21,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,17,-13,22,true,6,DOWN,3.4000000000000696,DOWN,true
2025-11-24,AMD_TEXTBOOK,ALIGNED,TRENDING_UP,3,2,DOWN,18,-1,19,true,6,UP,11.600000000000499,UP,true
2025-11-25,AMD_FAILED,CONFLICTED,TRENDING_UP,3,2,UP,7,-11,21,true,6,DOWN,11.299999999999644,DOWN,true
2025-11-26,AMD_SHIFTED,ALIGNED,TRENDING_UP,4,1,DOWN,10,31,43,false,6,UP,9.700000000000264,UP,true
2025-11-27,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,11,9,17,false,6,UP,9.600000000000719,UP,true
2025-11-28,AMD_SHIFTED,CONFLICTED,TRENDING_UP,5,0,UP,6,-14,19,true,6,UP,33.30000000000055,UP,true
2025-12-01,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,7,-1,19,true,6,UP,3.9999999999995595,UP,true
2025-12-02,AMD_SHIFTED,ALIGNED,TRENDING_UP,5,0,DOWN,10,14,20,true,6,UP,21.400000000000308,UP,true
2025-12-03,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_UP,5,0,UP,8,4,34,false,6,UP,15.800000000000258,UP,true
2025-12-04,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,7,12,14,false,6,UP,3.8000000000004697,UP,true
2025-12-05,AMD_SHIFTED,CONFLICTED,TRENDING_UP,5,0,UP,9,18,24,false,6,UP,11.700000000000044,UP,true
2025-12-08,AMD_FAILED,ALIGNED,TRENDING_UP,4,1,DOWN,3,2,16,false,6,DOWN,18.299999999999983,UP,false
2025-12-09,AMD_SHIFTED,CONFLICTED,TRENDING_UP,4,1,UP,11,11,41,false,6,FLAT,1.4999999999998348,UP,null
2025-12-10,AMD_FAILED,CONFLICTED,TRENDING_UP,4,1,UP,7,8,22,false,6,DOWN,12.299999999999534,DOWN,true
2025-12-11,AMD_NONE,CONFLICTED,TRENDING_UP,3,2,UP,9,-31,52,false,6,UP,20.60000000000062,UP,true
2025-12-12,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,8,7,15,true,6,DOWN,26.100000000000012,DOWN,true
2025-12-15,AMD_FAILED,ALIGNED,TRENDING_DOWN,2,3,UP,6,0,15,true,6,UP,3.0999999999992145,DOWN,false
2025-12-16,AMD_FAILED,ALIGNED,TRENDING_DOWN,1,4,UP,6,-4,25,false,6,UP,4.799999999999249,DOWN,false
2025-12-17,AMD_FAILED,ALIGNED,TRENDING_DOWN,0,5,UP,7,-16,21,true,6,DOWN,2.9999999999996696,DOWN,true
2025-12-18,AMD_FAILED,CONFLICTED,TRENDING_DOWN,1,4,DOWN,5,8,20,true,6,UP,10.799999999999699,UP,true
2025-12-19,AMD_FAILED,ALIGNED,TRENDING_DOWN,2,3,UP,7,-11,23,true,6,FLAT,0.30000000000085514,DOWN,null
2025-12-22,AMD_SHIFTED,ALIGNED,TRENDING_UP,3,2,DOWN,3,27,29,true,6,UP,17.80000000000004,UP,true
2025-12-23,AMD_SHIFTED,CONFLICTED,TRENDING_UP,4,1,UP,18,18,23,false,6,FLAT,1.40000000000029,UP,null
2025-12-24,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,6,9,20,true,6,FLAT,0.49999999999994493,UP,null
2025-12-25,INSUFFICIENT_DATA,,TRENDING_UP,5,0,,,,,,0,INSUFFICIENT,0,,null
2025-12-26,AMD_FAILED,ALIGNED,TRENDING_UP,5,0,DOWN,5,-3,18,true,6,UP,17.80000000000004,UP,true
2025-12-29,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,4,1,DOWN,19,-2,17,false,6,DOWN,3.8000000000004697,DOWN,true
2025-12-30,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_UP,4,1,DOWN,4,12,26,false,6,DOWN,3.9999999999995595,DOWN,true
2025-12-31,AMD_FAILED,ALIGNED,TRENDING_UP,3,2,DOWN,8,-8,19,false,6,DOWN,15.000000000000568,UP,false
2026-01-01,INSUFFICIENT_DATA,,TRENDING_UP,3,2,,,,,,0,INSUFFICIENT,0,,null
2026-01-02,AMD_TEXTBOOK,CONFLICTED,TRENDING_UP,3,2,UP,11,17,25,true,6,DOWN,11.300000000000754,DOWN,true
2026-01-05,AMD_FAILED,,TRENDING_UP,3,2,FLAT,0,-7,24,false,6,UP,32.29999999999955,,null
2026-01-06,AMD_SHIFTED,ALIGNED,TRENDING_UP,4,1,DOWN,14,18,36,false,6,UP,13.199999999999878,UP,true
2026-01-07,AMD_NONE,ALIGNED,TRENDING_UP,3,2,DOWN,5,5,50,false,6,DOWN,10.399999999999299,UP,false
2026-01-08,AMD_SHIFTED,CONFLICTED,TRENDING_UP,3,2,UP,8,-26,35,true,6,UP,5.3000000000003045,UP,true
2026-01-09,AMD_SHIFTED,CONFLICTED,TRENDING_DOWN,2,3,DOWN,6,-17,20,true,6,FLAT,0.49999999999994493,DOWN,null
2026-01-12,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_DOWN,2,3,UP,7,19,24,false,6,UP,12.800000000000589,UP,true
2026-01-13,AMD_FAILED,CONFLICTED,TRENDING_DOWN,1,4,DOWN,6,-3,15,true,6,DOWN,18.799999999999926,UP,false
2026-01-14,AMD_COMPRESSION_BREAKOUT,CONFLICTED,TRENDING_DOWN,1,4,DOWN,9,12,25,false,6,DOWN,12.799999999999478,DOWN,true
2026-01-15,AMD_TEXTBOOK,ALIGNED,TRENDING_DOWN,2,3,UP,16,1,19,true,6,UP,4.299999999999304,DOWN,false
2026-01-16,AMD_FAILED,ALIGNED,TRENDING_DOWN,2,3,UP,5,-1,12,true,6,DOWN,22.199999999999996,DOWN,true
2026-01-19,AMD_COMPRESSION_BREAKOUT,ALIGNED,TRENDING_DOWN,2,3,UP,9,2,24,false,6,UP,14.399999999999968,UP,true
