trade_date,amd_tag,asian_range_pips,asian_is_flat,daily_bias_alignment,judas_direction,reversal_confirmed,predicted_direction,distribution_direction,alignment_correct,tag_at_25,tag_at_30,tag_at_35,tag_at_40,tag_at_45,tag_at_50
2025-06-04,AMD_COMPRESSION_BREAKOUT,29,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-06-05,AMD_COMPRESSION_BREAKOUT,23,true,CONFLICTED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-06-06,AMD_FAILED,24,true,ALIGNED,DOWN,false,UP,UP,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-06-09,AMD_SHIFTED,26,false,CONFLICTED,UP,true,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-06-10,AMD_SHIFTED,40,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-06-11,AMD_TEXTBOOK,32,true,CONFLICTED,UP,true,DOWN,UP,false,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-06-12,AMD_SHIFTED,34,false,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-06-13,AMD_NONE,71,true,CONFLICTED,UP,true,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2025-06-16,AMD_SHIFTED,47,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT
2025-06-17,AMD_SHIFTED,41,false,CONFLICTED,DOWN,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-06-18,AMD_SHIFTED,37,true,CONFLICTED,UP,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-06-19,AMD_SHIFTED,49,false,ALIGNED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-06-20,AMD_TEXTBOOK,23,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-06-23,AMD_SHIFTED,49,true,CONFLICTED,DOWN,false,DOWN,UP,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT
2025-06-24,AMD_SHIFTED,42,true,CONFLICTED,UP,true,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-06-25,AMD_COMPRESSION_BREAKOUT,18,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-06-26,AMD_COMPRESSION_BREAKOUT,28,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-06-27,AMD_COMPRESSION_BREAKOUT,21,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-06-30,AMD_TEXTBOOK,25,true,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-07-01,AMD_TEXTBOOK,34,true,ALIGNED,DOWN,true,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-07-02,AMD_FAILED,21,true,CONFLICTED,UP,true,DOWN,UP,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-07-03,AMD_FAILED,24,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-07-04,AMD_FAILED,30,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-07-07,AMD_NONE,53,false,CONFLICTED,DOWN,false,DOWN,UP,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2025-07-08,AMD_NONE,52,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2025-07-09,AMD_SHIFTED,35,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-07-10,AMD_TEXTBOOK,29,true,CONFLICTED,UP,true,DOWN,UP,false,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-07-11,AMD_SHIFTED,38,true,ALIGNED,DOWN,true,UP,FLAT,n/a,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-07-14,AMD_COMPRESSION_BREAKOUT,32,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-07-15,AMD_FAILED,29,true,CONFLICTED,DOWN,true,UP,DOWN,false,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-07-16,AMD_COMPRESSION_BREAKOUT,19,true,CONFLICTED,DOWN,false,DOWN,FLAT,n/a,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-07-17,AMD_NONE,62,false,ALIGNED,UP,true,DOWN,UP,false,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2025-07-18,AMD_COMPRESSION_BREAKOUT,16,true,ALIGNED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-07-21,AMD_COMPRESSION_BREAKOUT,21,true,CONFLICTED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-07-22,AMD_SHIFTED,24,false,CONFLICTED,UP,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-07-23,AMD_SHIFTED,30,false,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-07-24,AMD_TEXTBOOK,29,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-07-25,AMD_COMPRESSION_BREAKOUT,32,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-07-28,AMD_NONE,63,false,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2025-07-29,AMD_TEXTBOOK,31,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-07-30,AMD_COMPRESSION_BREAKOUT,27,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-07-31,AMD_SHIFTED,43,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-08-01,AMD_TEXTBOOK,18,true,CONFLICTED,DOWN,true,UP,UP,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-08-04,AMD_FAILED,24,true,ALIGNED,UP,false,DOWN,DOWN,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-08-05,AMD_SHIFTED,26,false,CONFLICTED,DOWN,true,DOWN,UP,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-08-06,AMD_SHIFTED,25,false,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-08-07,AMD_SHIFTED,42,false,ALIGNED,DOWN,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-08-08,AMD_TEXTBOOK,22,true,ALIGNED,DOWN,true,UP,UP,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-08-11,AMD_TEXTBOOK,15,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-08-12,AMD_COMPRESSION_BREAKOUT,32,true,ALIGNED,DOWN,false,DOWN,UP,false,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-08-13,AMD_SHIFTED,39,true,CONFLICTED,UP,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-08-14,AMD_SHIFTED,40,true,ALIGNED,DOWN,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-08-15,AMD_SHIFTED,26,false,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-08-18,AMD_FAILED,14,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-08-19,AMD_FAILED,20,true,CONFLICTED,DOWN,true,UP,DOWN,false,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-08-20,AMD_TEXTBOOK,26,true,CONFLICTED,DOWN,true,UP,DOWN,false,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-08-21,AMD_FAILED,22,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-08-22,AMD_TEXTBOOK,15,true,ALIGNED,UP,true,DOWN,UP,false,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-08-25,AMD_COMPRESSION_BREAKOUT,33,true,ALIGNED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-08-26,AMD_COMPRESSION_BREAKOUT,23,true,ALIGNED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-08-27,AMD_COMPRESSION_BREAKOUT,30,true,ALIGNED,DOWN,false,DOWN,UP,false,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-08-28,AMD_COMPRESSION_BREAKOUT,16,true,CONFLICTED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-08-29,AMD_TEXTBOOK,14,true,ALIGNED,DOWN,true,UP,UP,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-09-01,AMD_FAILED,14,true,CONFLICTED,UP,false,DOWN,DOWN,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-09-02,AMD_NONE,58,false,CONFLICTED,UP,true,UP,UP,true,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE,AMD_NONE
2025-09-03,AMD_COMPRESSION_BREAKOUT,23,true,CONFLICTED,UP,false,UP,UP,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-09-04,AMD_SHIFTED,29,false,ALIGNED,DOWN,false,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-09-05,AMD_SHIFTED,24,false,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-09-08,AMD_SHIFTED,38,false,ALIGNED,DOWN,true,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-09-09,AMD_TEXTBOOK,24,true,CONFLICTED,UP,true,DOWN,DOWN,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-09-10,AMD_SHIFTED,35,true,CONFLICTED,UP,false,UP,UP,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-09-11,AMD_TEXTBOOK,19,true,ALIGNED,DOWN,true,UP,UP,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-09-12,AMD_COMPRESSION_BREAKOUT,18,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-09-15,AMD_TEXTBOOK,22,true,ALIGNED,DOWN,true,UP,UP,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-09-16,AMD_TEXTBOOK,16,true,CONFLICTED,UP,true,DOWN,UP,false,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-09-17,AMD_SHIFTED,21,false,CONFLICTED,UP,true,UP,DOWN,false,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED
2025-09-18,AMD_SHIFTED,38,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-09-19,AMD_TEXTBOOK,32,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-09-22,AMD_COMPRESSION_BREAKOUT,22,true,ALIGNED,UP,false,UP,DOWN,false,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-09-23,AMD_COMPRESSION_BREAKOUT,20,true,ALIGNED,UP,false,UP,DOWN,false,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-09-24,AMD_SHIFTED,39,true,CONFLICTED,DOWN,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-09-25,AMD_TEXTBOOK,16,true,ALIGNED,UP,true,DOWN,DOWN,true,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK,AMD_TEXTBOOK
2025-09-26,AMD_FAILED,18,true,ALIGNED,DOWN,true,UP,UP,true,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-09-29,AMD_FAILED,26,true,ALIGNED,DOWN,false,UP,UP,true,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-09-30,AMD_SHIFTED,38,true,CONFLICTED,UP,false,UP,FLAT,n/a,AMD_SHIFTED,AMD_SHIFTED,AMD_SHIFTED,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
2025-10-01,AMD_FAILED,28,true,CONFLICTED,UP,false,DOWN,DOWN,true,AMD_SHIFTED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED,AMD_FAILED
2025-10-02,AMD_COMPRESSION_BREAKOUT,22,true,ALIGNED,DOWN,false,DOWN,DOWN,true,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT,AMD_COMPRESSION_BREAKOUT
